timestamp,open,high,low,close,volume
2026-05-14 04:00:00,400.0,400.4,398.2168,399.75,19183
2026-05-14 04:01:00,399.7,400.42,398.21,399.01,10386
2026-05-14 04:02:00,399.06,399.12,398.75,399.12,588
2026-05-14 04:03:00,398.5,398.5,398.5,398.5,70
2026-05-14 04:04:00,398.5,398.5,398.5,398.5,40
2026-05-14 04:05:00,398.55,398.71,398.54,398.71,569
2026-05-14 04:06:00,400.3,400.3,398.6,399.11,1001
2026-05-14 04:07:00,399.36,399.37,399.36,399.37,110
2026-05-14 04:08:00,399.3,399.5,399.3,399.5,180
2026-05-14 04:09:00,399.5,399.5,399.5,399.5,50
2026-05-14 04:10:00,399.38,399.47,399.38,399.47,1060
2026-05-14 04:11:00,399.68,399.8,399.5,399.5,972
2026-05-14 04:13:00,399.73,400.0,399.73,400.0,590
2026-05-14 04:14:00,399.82,400.03,399.82,400.03,553
2026-05-14 04:16:00,400.08,400.2,400.02,400.2,818
2026-05-14 04:17:00,400.22,400.22,400.2,400.22,340
2026-05-14 04:18:00,400.22,400.22,400.22,400.22,50
2026-05-14 04:19:00,400.1,400.3,400.1,400.3,509
2026-05-14 04:20:00,400.3,400.5,400.3,400.33,237
2026-05-14 04:21:00,400.37,400.37,400.35,400.35,130
2026-05-14 04:23:00,400.16,400.16,400.02,400.02,194
2026-05-14 04:25:00,399.85,400.0,399.85,400.0,961
2026-05-14 04:26:00,400.01,400.01,400.0,400.01,285
2026-05-14 04:27:00,400.0,400.01,400.0,400.01,220
2026-05-14 04:30:00,400.3,400.3,400.3,400.3,55
2026-05-14 04:31:00,400.25,400.4,400.24,400.24,450
2026-05-14 04:32:00,400.25,400.25,400.25,400.25,56
2026-05-14 04:33:00,400.26,400.3,400.16,400.3,259
2026-05-14 04:34:00,400.32,400.32,400.24,400.24,176
2026-05-14 04:35:00,400.43,400.6,400.43,400.6,160
2026-05-14 04:36:00,400.35,400.5658,400.35,400.5658,151
2026-05-14 04:37:00,400.28,400.32,400.24,400.32,289
2026-05-14 04:38:00,400.22,400.22,400.22,400.22,55
2026-05-14 04:39:00,400.54,400.54,400.3,400.32,288
2026-05-14 04:40:00,400.25,400.25,400.25,400.25,67
2026-05-14 04:41:00,400.3,400.3,400.22,400.22,145
2026-05-14 04:42:00,400.2,400.2,400.2,400.2,100
2026-05-14 04:43:00,400.19,400.19,400.13,400.13,195
2026-05-14 04:44:00,400.0,400.0,399.83,399.83,328
2026-05-14 04:45:00,399.87,399.87,399.87,399.87,40
